SKU,Product Name,Base Color,Cap/Roller Component,Source GIF (Before),Enhanced Result (After),Variations,Updated At
GBCylSwrl9MtlRollPnkDot,"Swirl Pattern Glass with Metal Roller Ball and Pink Dot",clear with swirl,"metal roll with pink dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylSwrl9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylSwrl9MtlRollPnkDot.png,"",2026-01-02T03:21:25.841793+00:00
GBCylSwrl9MtlRollBlkDot,"Swirl Pattern Glass with Metal Roller Ball and Black Dot",clear with swirl,"metal roll with black dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylSwrl9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylSwrl9MtlRollBlkDot.png,"",2026-01-02T03:20:53.863248+00:00
GBCylFrst9RollSlDot,"Frosted Glass with Plastic Roller Ball and Silver Dot",frosted,"plastic roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollSlDot.png,"",2026-01-02T03:20:28.187144+00:00
GBCylFrst9RollShBlk,"Frosted Glass with Plastic Roller Ball and Black Shiny",frosted,"plastic roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollShBlk.png,"",2026-01-02T03:20:09.254371+00:00
GBCylFrst9RollShnGl,"Frosted Glass with Plastic Roller Ball and Gold Shiny",frosted,"plastic roll with gold shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollShnGl.png,"",2026-01-02T03:19:50.806185+00:00
GBCylFrst9RollPnkDot,"Frosted Glass with Plastic Roller Ball and Pink Dot",frosted,"plastic roll with pink dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollPnkDot.png,"",2026-01-02T03:19:32.676069+00:00
GBCylFrst9RollWht,"Frosted Glass with Plastic Roller Ball and White",frosted,"plastic roll with white cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollWht.png,"",2026-01-02T03:19:14.270437+00:00
GBCylFrst9RollMattSl,"Frosted Glass with Plastic Roller Ball and Silver Matte",frosted,"plastic roll with silver matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollMattSl.png,"",2026-01-02T03:18:50.292991+00:00
GBCylFrst9RollMattGl,"Frosted Glass with Plastic Roller Ball and Gold Matte",frosted,"plastic roll with gold matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollMattGl.png,"",2026-01-02T03:18:32.62053+00:00
GBCylFrst9RollBlkDot,"Frosted Glass with Plastic Roller Ball and Black Dot",frosted,"plastic roll with black dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9RollBlkDot.png,"",2026-01-02T03:18:09.524102+00:00
GBCylFrst9MtlRollMattCu,"Frosted Glass with Metal Roller Ball and Copper Matte",frosted,"metal roll with copper matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollMattCu.png,"",2026-01-02T03:17:50.428507+00:00
GBCylFrst9MtlRollShnSl,"Frosted Glass with Metal Roller Ball and Silver Shiny",frosted,"metal roll with silver shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollShnSl.png,"",2026-01-02T03:17:31.341578+00:00
GBCylFrst9MtlRollSlDot,"Frosted Glass with Metal Roller Ball and Silver Dot",frosted,"metal roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollSlDot.png,"",2026-01-02T03:17:11.940176+00:00
GBCylFrst9MtlRollShBlk,"Frosted Glass with Metal Roller Ball and Black Shiny",frosted,"metal roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollShBlk.png,"",2026-01-02T03:16:48.514152+00:00
GBCylFrst9MtlRollShnGl,"Frosted Glass with Metal Roller Ball and Gold Shiny",frosted,"metal roll with gold shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollShnGl.png,"",2026-01-02T03:16:29.744829+00:00
GBCylFrst9MtlRollPnkDot,"Frosted Glass with Metal Roller Ball and Pink Dot",frosted,"metal roll with pink dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollPnkDot.png,"",2026-01-02T03:16:10.36113+00:00
GBCylFrst9MtlRollWht,"Frosted Glass with Metal Roller Ball and White",frosted,"metal roll with white cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollWht.png,"",2026-01-02T03:15:51.277304+00:00
GBCylFrst9MtlRollMattSl,"Frosted Glass with Metal Roller Ball and Silver Matte",frosted,"metal roll with silver matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollMattSl.png,"",2026-01-02T03:15:32.801928+00:00
GBCylFrst9MtlRollMattGl,"Frosted Glass with Metal Roller Ball and Gold Matte",frosted,"metal roll with gold matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollMattGl.png,"",2026-01-02T03:15:13.101442+00:00
GBCylBlu9MtlRollSlDot,"Cobalt Blue Glass with Metal Roller Ball and Silver Dot",cobalt blue,"metal roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollSlDot.png,"",2026-01-02T03:14:53.682828+00:00
GBCylFrst9MtlRollBlkDot,"Frosted Glass with Metal Roller Ball and Black Dot",frosted,"metal roll with black dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylFrst9MtlRollBlkDot.png,"",2026-01-02T03:14:52.58649+00:00
GBCylBlu9MtlRollShBlk,"Cobalt Blue Glass with Metal Roller Ball and Black Shiny",cobalt blue,"metal roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollShBlk.png,"",2026-01-02T03:14:32.411957+00:00
GBCylBlu9MtlRollPnkDot,"Cobalt Blue Glass with Metal Roller Ball and Pink Dot",cobalt blue,"metal roll with pink dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollPnkDot.png,"",2026-01-02T03:14:14.15659+00:00
GBCylBlu9MtlRollWht,"Cobalt Blue Glass with Metal Roller Ball and White",cobalt blue,"metal roll with white cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollWht.png,"",2026-01-02T03:13:55.357443+00:00
GBCylBlu9MtlRollMattGl,"Cobalt Blue Glass with Metal Roller Ball and Gold Matte",cobalt blue,"metal roll with gold matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollMattGl.png,"",2026-01-02T03:13:36.584289+00:00
GBCylBlu9MtlRollBlkDot,"Cobalt Blue Glass with Metal Roller Ball and Black Dot",cobalt blue,"metal roll with black dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9MtlRollBlkDot.png,"",2026-01-02T03:13:16.224539+00:00
GBCylAmb9RollMattCu,"Amber Glass with Plastic Roller Ball and Copper Matte",amber,"plastic roll with copper matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9RollMattCu.png,"",2026-01-02T03:12:56.28704+00:00
GBCylAmb9RollSlDot,"Amber Glass with Plastic Roller Ball and Silver Dot",amber,"plastic roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9RollSlDot.png,"",2026-01-02T03:12:37.955367+00:00
GBCylAmb9RollShBlk,"Amber Glass with Plastic Roller Ball and Black Shiny",amber,"plastic roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9RollShBlk.png,"",2026-01-02T03:12:19.126179+00:00
GBCylAmb9MtlRollBlkDot,"Amber Glass with Metal Roller Ball and Black Dot",amber,"metal roll with black dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9MtlRollBlkDot.png,"",2026-01-02T03:11:58.820344+00:00
GBCyl9RollMattCu,"Clear Glass with Plastic Roller Ball and Copper Matte",clear,"plastic roll with copper matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCyl9RollMattCu.png,"",2026-01-02T03:11:40.63677+00:00
GBCylBlu9RollMattCu,"Cobalt Blue Glass with Plastic Roller Ball and Copper Matte",cobalt blue,"plastic roll with copper matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollMattCu.png,"",2026-01-02T03:11:40.578668+00:00
GBCyl9RollSlDot,"Clear Glass with Plastic Roller Ball and Silver Dot",clear,"plastic roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCyl9RollSlDot.png,"",2026-01-02T03:11:22.213216+00:00
GBCylBlu9RollShnSl,"Cobalt Blue Glass with Plastic Roller Ball and Silver Shiny",cobalt blue,"plastic roll with silver shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollShnSl.png,"",2026-01-02T03:11:20.469536+00:00
GBCyl9RollShBlk,"Clear Glass with Plastic Roller Ball and Black Shiny",clear,"plastic roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCyl9RollShBlk.png,"",2026-01-02T03:11:02.524134+00:00
GBCylBlu9RollSlDot,"Cobalt Blue Glass with Plastic Roller Ball and Silver Dot",cobalt blue,"plastic roll with silver dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollSlDot.png,"",2026-01-02T03:11:00.356997+00:00
GBCylAmb9MtlRollMattCu,"Amber Glass with Metal Roller Ball and Copper Matte",amber,"metal roll with copper matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9MtlRollMattCu.png,"",2026-01-02T03:10:43.363897+00:00
GBCylBlu9RollShBlk,"Cobalt Blue Glass with Plastic Roller Ball and Black Shiny",cobalt blue,"plastic roll with black shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollShBlk.png,"",2026-01-02T03:10:41.936274+00:00
GBCyl9RollPnkDot,"Clear Glass with Plastic Roller Ball and Pink Dot",clear,"plastic roll with pink dot cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCyl9RollPnkDot.png,"",2026-01-02T03:10:24.959732+00:00
GBCylBlu9RollWht,"Cobalt Blue Glass with Plastic Roller Ball and White",cobalt blue,"plastic roll with white cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollWht.png,"",2026-01-02T03:10:23.54968+00:00
GBCylAmb9MtlRollShnSl,"Amber Glass with Metal Roller Ball and Silver Shiny",amber,"metal roll with silver shiny cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9MtlRollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylAmb9MtlRollShnSl.png,"",2026-01-02T03:10:06.617406+00:00
GBCylBlu9RollMattSl,"Cobalt Blue Glass with Plastic Roller Ball and Silver Matte",cobalt blue,"plastic roll with silver matte cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCylBlu9RollMattSl.png,"",2026-01-02T03:10:05.286423+00:00
GBCyl9RollWht,"Clear Glass with Plastic Roller Ball and White",clear,"plastic roll with white cap",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9RollBlkDot.gif,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/enhanced/GBCyl9RollWht.png,"",2026-01-02T03:09:47.898711+00:00
