Original_SKU,Cleaned_SKU,Is_SKU_Modified,Match_Found_In_Scrape,ODS_Inventory_ID,ODS_Price,Scrape_Price,ODS_Capacity_OZ,ODS_Capacity_ML,Scrape_Capacity,ODS_Description,Scrape_Description,Price_Diff,Price_Match
GBRnd78AnSpTslPnk,GBRnd78AnSpTslPnk,False,False,2328.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78AnSpTslRed,GBRnd78AnSpTslRed,False,False,2329.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78AnSpTslBlk,GBRnd78AnSpTslBlk,False,True,240.0,,$6.32,2.65oz,"78 ml,  ",78 ml (2.64 oz),"Rounddesign78 ml,  2.65oz Clear glass bottle  withBlack vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 78 ml, 2.65oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",,False
GBRnd78AnSpTslMtSl,GBRnd78AnSpTslMtSl,False,False,2330.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78AnSpTslGl,GBRnd78AnSpTslGl,False,False,225.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78RdcrPnkLthr,GBRnd78RdcrPnkLthr,False,False,1180.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78RdcrIvyLthr,GBRnd78RdcrIvyLthr,False,False,1172.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRnd78SpryCu,GBRnd78SpryCu,False,True,2331.0,,$2.90,2.65oz,"78 ml,  ",78 ml (2.64 oz),"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte copper spray pump00.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 78 ml, 2.65oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",,False
LBRnd78LtnCu,LBRnd78LtnCu,False,False,2332.0,,,2.65oz,"78 ml,  ",,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrShnGl,GBRndFrst128RdcrShnGl,False,False,997.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrShnBlkTall,GBRndFrst128RdcrShnBlkTall,False,False,2334.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrShnBlk,GBRndFrst128RdcrShnBlk,False,False,2335.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrBlkLthr,GBRndFrst128RdcrBlkLthr,False,True,2336.0,,$2.66,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandblack faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml.",,False
GBRndFrst128RdcrBrwnLthr,GBRndFrst128RdcrBrwnLthr,False,False,2337.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrLBrwnLthr,GBRndFrst128RdcrLBrwnLthr,False,False,2338.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrShnSl,GBRndFrst128RdcrShnSl,False,False,996.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrMtSlTall,GBRndFrst128RdcrMtSlTall,False,False,2340.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrMtSl,GBRndFrst128RdcrMtSl,False,False,2341.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrWht,GBRndFrst128RdcrWht,False,False,2342.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128SpryMtGl,GBRndFrst128SpryMtGl,False,False,2343.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnMtGl,LBRndFrst128LtnMtGl,False,False,2344.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128SpryShnGl,GBRndFrst128SpryShnGl,False,False,3515.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnShnGl,LBRndFrst128LtnShnGl,False,False,2345.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128SpryShnBlk,GBRndFrst128SpryShnBlk,False,False,3516.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnShnBlk,LBRndFrst128LtnShnBlk,False,False,2346.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128SpryMtSl,GBRndFrst128SpryMtSl,False,False,2347.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnMtSl,LBRndFrst128LtnMtSl,False,False,2348.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnClOvrCap,LBRndFrst128LtnClOvrCap,False,True,2349.0,,$3.37,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwith a matte silver collar treatment pump and clear overcap..For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Round des",,False
GBRndFrst128SpryShnSl,GBRndFrst128SpryShnSl,False,False,3517.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
LBRndFrst128LtnShnSl,LBRndFrst128LtnShnSl,False,False,2350.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpLvn,GBRndFrst128AnSpLvn,False,False,979.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpPnk,GBRndFrst128AnSpPnk,False,False,980.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpMtSl,GBRndFrst128AnSpMtSl,False,False,2351.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpIvySl,GBRndFrst128AnSpIvySl,False,False,978.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpGl,GBRndFrst128AnSpGl,False,False,976.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpIvyGl,GBRndFrst128AnSpIvyGl,False,False,977.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpBlk,GBRndFrst128AnSpBlk,False,True,975.0,,$6.08,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithblack vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beaut",,False
GBRndFrst128AnSpWht,GBRndFrst128AnSpWht,False,False,2352.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpRed,GBRndFrst128AnSpRed,False,False,982.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslLvn,GBRndFrst128AnSpTslLvn,False,False,989.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslIvyGl,GBRndFrst128AnSpTslIvyGl,False,False,986.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslIvySl,GBRndFrst128AnSpTslIvySl,False,False,987.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslWht,GBRndFrst128AnSpTslWht,False,False,2353.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslPnk,GBRndFrst128AnSpTslPnk,False,False,990.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslRed,GBRndFrst128AnSpTslRed,False,False,981.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslBlk,GBRndFrst128AnSpTslBlk,False,True,984.0,,$6.79,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithBlack vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance",,False
GBRndFrst128AnSpTslMtSl,GBRndFrst128AnSpTslMtSl,False,False,2354.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128AnSpTslGl,GBRndFrst128AnSpTslGl,False,False,985.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128DrpSl,GBRndFrst128DrpSl,False,False,2355.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite dropperwithshiny silver collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128DrpCu,GBRndFrst128DrpCu,False,True,2356.0,,$2.57,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with white dropper with shiny copper collar cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes",,False
GBRndFrst128DrpGl,GBRndFrst128DrpGl,False,False,2357.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithwhite dropperwithshiny copper collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrPnkLthr,GBRndFrst128RdcrPnkLthr,False,False,2358.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128RdcrIvyLthr,GBRndFrst128RdcrIvyLthr,False,False,2359.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBRndFrst128SpryCu,GBRndFrst128SpryCu,False,True,2360.0,,$3.37,4.33oz,"128 ml,  ",128 ml (4.33 oz),"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte copper spray pump00.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each","Round design 128 ml, 4.33oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",,False
LBRndFrst128LtnCu,LBRndFrst128LtnCu,False,False,2361.0,,,4.33oz,"128 ml,  ",,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each",,,
GBSlk30RdcrShnGl,GBSlk30RdcrShnGl,False,False,2362.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrShnBlkTall,GBSlk30RdcrShnBlkTall,False,False,2363.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrShnBlk,GBSlk30RdcrShnBlk,False,False,2364.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrBlkLthr,GBSlk30RdcrBlkLthr,False,True,2365.0,,$1.71,1oz,"30 ml,  ",30 ml (1.01 oz),"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandblack faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 30 ml, 1oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 10",,False
GBSlk30RdcrBrwnLthr,GBSlk30RdcrBrwnLthr,False,False,2366.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrLBrwnLthr,GBSlk30RdcrLBrwnLthr,False,False,2367.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrShnSl,GBSlk30RdcrShnSl,False,False,2368.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrMtSlTall,GBSlk30RdcrMtSlTall,False,False,2369.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrMtSl,GBSlk30RdcrMtSl,False,False,2370.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30RdcrWht,GBSlk30RdcrWht,False,False,2371.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30SpryMtGl,GBSlk30SpryMtGl,False,False,2372.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk30LtnMtGl,LBSlk30LtnMtGl,False,False,2373.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30SpryShnGl,GBSlk30SpryShnGl,False,False,2374.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk30LtnShnGl,LBSlk30LtnShnGl,False,False,1276.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk30SpryShnBlk,GBSlk30SpryShnBlk,False,False,2375.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk30LtnShnBlk,LBSlk30LtnShnBlk,False,False,1275.0,,,1oz,"30 ml,  ",,"Sleekdesign30 ml,  1oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
