Original_SKU,Cleaned_SKU,Is_SKU_Modified,Match_Found_In_Scrape,ODS_Inventory_ID,ODS_Price,Scrape_Price,ODS_Capacity_OZ,ODS_Capacity_ML,Scrape_Capacity,ODS_Description,Scrape_Description,Price_Diff,Price_Match
GBSlk50AnSpTslGl,GBSlk50AnSpTslGl,False,False,2422.0,,,1.7oz,"50 ml,  ",,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk50WhtRectClOverCap,LBSlk50WhtRectClOverCap,False,False,1176.0,,,1.7oz,"50 ml,  ",,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk50RdcrPnkLthr,GBSlk50RdcrPnkLthr,False,False,1158.0,,,1.7oz,"50 ml,  ",,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk50RdcrIvyLthr,GBSlk50RdcrIvyLthr,False,False,1157.0,,,1.7oz,"50 ml,  ",,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk50SpryCu,GBSlk50SpryCu,False,True,2423.0,,$2.57,1.7oz,"50 ml,  ",50 ml (1.69 oz),"Sleekdesign50 ml,  1.7oz Clear glass bottle  withmatte copper spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 50 ml, 1.7oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pric",,False
LBSlk50LtnCu,LBSlk50LtnCu,False,False,2424.0,,,1.7oz,"50 ml,  ",,"Sleekdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrShnGl,GBSlk100RdcrShnGl,False,False,2425.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrShnBlkTall,GBSlk100RdcrShnBlkTall,False,False,2426.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrShnBlk,GBSlk100RdcrShnBlk,False,False,2427.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrBlkLthr,GBSlk100RdcrBlkLthr,False,True,1159.0,,$2.19,3 1/2oz,"100 ml,  ",100 ml (3.38 oz),"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 100 ml, 3 1/2oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml a",,False
GBSlk100RdcrBrwnLthr,GBSlk100RdcrBrwnLthr,False,False,2428.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrLBrwnLthr,GBSlk100RdcrLBrwnLthr,False,False,2429.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrShnSl,GBSlk100RdcrShnSl,False,False,2430.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrMtSlTall,GBSlk100RdcrMtSlTall,False,False,2431.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrMtSl,GBSlk100RdcrMtSl,False,False,2432.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrWht,GBSlk100RdcrWht,False,False,2433.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100SpryMtGl,GBSlk100SpryMtGl,False,False,2434.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnMtGl,LBSlk100LtnMtGl,False,False,2435.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100SpryShnGl,GBSlk100SpryShnGl,False,False,1250.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnShnGl,LBSlk100LtnShnGl,False,False,1261.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100SpryShnBlk,GBSlk100SpryShnBlk,False,False,1249.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnShnBlk,LBSlk100LtnShnBlk,False,False,1260.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100SpryMtSl,GBSlk100SpryMtSl,False,False,3146.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnMtSl,LBSlk100LtnMtSl,False,False,2436.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnClOvrCap,LBSlk100LtnClOvrCap,False,True,1263.0,,$2.90,3 1/2oz,"100 ml,  ",100 ml (3.38 oz),"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap..For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek desi",,False
GBSlk100SpryShnSl,GBSlk100SpryShnSl,False,False,3519.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100LtnShnSl,LBSlk100LtnShnSl,False,False,1262.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpLvn,GBSlk100AnSpLvn,False,False,2437.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpPnk,GBSlk100AnSpPnk,False,False,2438.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpMtSl,GBSlk100AnSpMtSl,False,False,2439.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpIvySl,GBSlk100AnSpIvySl,False,False,2440.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpGl,GBSlk100AnSpGl,False,False,2441.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpIvyGl,GBSlk100AnSpIvyGl,False,False,2442.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpBlk,GBSlk100AnSpBlk,False,True,2443.0,,$5.61,3 1/2oz,"100 ml,  ",100 ml (3.38 oz),"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withblack vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beau",,False
GBSlk100AnSpWht,GBSlk100AnSpWht,False,False,2444.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpRed,GBSlk100AnSpRed,False,False,2445.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslLvn,GBSlk100AnSpTslLvn,False,False,2446.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslIvyGl,GBSlk100AnSpTslIvyGl,False,False,2447.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslIvySl,GBSlk100AnSpTslIvySl,False,False,2448.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslWht,GBSlk100AnSpTslWht,False,False,2449.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslPnk,GBSlk100AnSpTslPnk,False,False,2450.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslRed,GBSlk100AnSpTslRed,False,False,2451.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslBlk,GBSlk100AnSpTslBlk,False,True,2452.0,,$6.32,3 1/2oz,"100 ml,  ",100 ml (3.38 oz),"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withBlack vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhanc",,False
GBSlk100AnSpTslMtSl,GBSlk100AnSpTslMtSl,False,False,2453.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100AnSpTslGl,GBSlk100AnSpTslGl,False,False,2454.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
LBSlk100WhtRectClOverCap,LBSlk100WhtRectClOverCap,False,False,1266.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrPnkLthr,GBSlk100RdcrPnkLthr,False,False,1161.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100RdcrIvyLthr,GBSlk100RdcrIvyLthr,False,False,1160.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlk100SpryCu,GBSlk100SpryCu,False,True,2455.0,,$2.90,3 1/2oz,"100 ml,  ",100 ml (3.38 oz),"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each","Sleek design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",,False
LBSlk100LtnCu,LBSlk100LtnCu,False,False,2456.0,,,3 1/2oz,"100 ml,  ",,"Sleekdesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml.Price each",,,
GBSlm30RdcrShnGl,GBSlm30RdcrShnGl,False,False,2457.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrShnBlkTall,GBSlm30RdcrShnBlkTall,False,False,2458.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrShnBlk,GBSlm30RdcrShnBlk,False,False,2459.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrBlkLthr,GBSlm30RdcrBlkLthr,False,True,1162.0,,$1.66,1oz,"30 ml,  ",30 ml (1.01 oz),"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandblack faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each","Slim design 30 ml, 1oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",,False
GBSlm30RdcrBrwnLthr,GBSlm30RdcrBrwnLthr,False,False,2460.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrLBrwnLthr,GBSlm30RdcrLBrwnLthr,False,False,2461.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrShnSl,GBSlm30RdcrShnSl,False,False,2462.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrMtSlTall,GBSlm30RdcrMtSlTall,False,False,2463.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrMtSl,GBSlm30RdcrMtSl,False,False,2464.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30RdcrWht,GBSlm30RdcrWht,False,False,2465.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30SpryMtGl,GBSlm30SpryMtGl,False,False,2466.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
LBSlm30LtnMtGl,LBSlm30LtnMtGl,False,False,2467.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30SpryShnGl,GBSlm30SpryShnGl,False,False,1005.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
LBSlm30LtnShnGl,LBSlm30LtnShnGl,False,False,1279.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30SpryShnBlk,GBSlm30SpryShnBlk,False,False,464.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
LBSlm30LtnShnBlk,LBSlm30LtnShnBlk,False,False,1278.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
GBSlm30SpryMtSl,GBSlm30SpryMtSl,False,False,465.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
LBSlm30LtnMtSl,LBSlm30LtnMtSl,False,False,1280.0,,,1oz,"30 ml,  ",,"Slimdesign30 ml,  1oz Clear glass bottle  withmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",,,
LBSlm30LtnClOvrCap,LBSlm30LtnClOvrCap,False,True,1281.0,,$2.38,1oz,"30 ml,  ",30 ml (1.01 oz),"Slimdesign30 ml,  1oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap..For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each","Slim design 30 ml, 1oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bott",,False
