SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBDiva30RdcrShnBlk,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrBrwnLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrLBrwnLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrShnSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrMtSlTall,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrWht,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30SpryMtGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnMtGl,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30SpryShnGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnShnGl,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny gold lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30SpryShnBlk,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny black spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnShnBlk,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny black lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30SpryMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnMtSl,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte silver lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30SpryShnSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnShnSl,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpLvn,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpPnk,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpIvySl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpIvyGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpWht,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30AnSpRed,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrPnkLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva30RdcrIvyLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva30LtnCu,LBDiva,Diva,1oz,"Divadesign30 ml,  1oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrShnGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrShnBlkTall,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrShnBlk,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrBlkLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandblack faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrBrwnLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrLBrwnLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrShnSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrMtSlTall,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrWht,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryMtGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnMtGl,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte gold lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryShnGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnShnGl,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny gold lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryShnBlk,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnShnBlk,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny black lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnMtSl,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte silver lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnClOvrCap,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithwith a matte silver collar treatment pump and clear overcap..For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryShnSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnShnSl,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithshiny silver lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpLvn,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpPnk,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpMtSl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpIvySl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpIvyGl,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpBlk,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithblack vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpWht,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30AnSpRed,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrPnkLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30RdcrIvyLthr,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDivaFrst30SpryCu,GBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte copper spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDivaFrst30LtnCu,LBDiva,Diva,1oz,"Divadesign30 ml,  1ozFrosted glass bottlewithmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrShnGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrShnBlkTall,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrShnBlk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrBrwnLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrLBrwnLthr,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrShnSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrMtSlTall,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46RdcrWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46SpryMtGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnMtGl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46SpryShnGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnShnGl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46SpryShnBlk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnShnBlk,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46SpryMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnMtSl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46SpryShnSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
LBDiva46LtnShnSl,LBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpPnk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpIvySl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpIvyGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withblack vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpRed,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslLvn,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslIvyGl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslIvySl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslWht,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslPnk,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslRed,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withPink vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
GBDiva46AnSpTslMtSl,GBDiva,Diva,1.64oz,"Divadesign46 ml,  1.64oz Clear glass bottle  withBlack vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Our Classic Diva bottle family is available in 30ml, 46ml and 100ml.Price each"
