SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBRnd128AnSpRed,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslLvn,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslIvyGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslIvySl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslWht,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslPnk,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslRed,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslMtSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128AnSpTslGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128DrpSl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withwhite dropperwithshiny silver collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128DrpGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withwhite dropperwithshiny gold collar cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128RdcrPnkLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd128RdcrIvyLthr,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd128LtnCu,LBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33oz Clear glass bottle  withmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrShnGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrShnBlkTall,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrShnBlk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrBrwnLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrLBrwnLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrShnSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrMtSlTall,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78SpryMtGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnMtGl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78SpryShnGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnShnGl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78SpryShnBlk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnShnBlk,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78SpryMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnMtSl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78SpryShnSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnShnSl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpLvn,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpPnk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpIvySl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpIvyGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpRed,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslLvn,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslIvyGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslIvySl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslPnk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslRed,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78AnSpTslGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrPnkLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst78RdcrIvyLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRndFrst78LtnCu,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65ozFrosted glass bottlewithmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnBlkTall,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnBlk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrBrwnLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrLBrwnLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrShnSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrMtSlTall,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryMtGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnMtGl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnGl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnBlk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnBlk,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnMtSl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78SpryShnSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnShnSl,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withshiny silver lotion pump.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpLvn,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpPnk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpIvySl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpIvyGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpRed,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslLvn,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslIvyGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslIvySl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslWht,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslPnk,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslRed,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslMtSl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78AnSpTslGl,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrPnkLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRnd78RdcrIvyLthr,GBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
LBRnd78LtnCu,LBRnd,Round,2.65oz,"Rounddesign78 ml,  2.65oz Clear glass bottle  withmatte copper lotion pump00.For use with lotions, moisturizer, and serums.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnGl,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
GBRndFrst128RdcrShnBlkTall,GBRnd,Round,4.33oz,"Rounddesign128 ml,  4.33ozFrosted glass bottlewithreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Round design bottle is available in 2 sizes - 78ml and 128 ml.Price each"
