SKU,Bottle_URL,Fitment_URL,Cap_URL,Overcap_URL
GBCylAmb5RollMtlGlMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlMt/GBCylAmb5RollMtlGlMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlMt/GBCylAmb5RollMtlGlMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlMt/GBCylAmb5RollMtlGlMt_overcap.png
GBCylAmb5RollMtlGlSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlSh/GBCylAmb5RollMtlGlSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlSh/GBCylAmb5RollMtlGlSh_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlGlSh/GBCylAmb5RollMtlGlSh_overcap.png
GBCylAmb5RollMtlPinkDot,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlPinkDot/GBCylAmb5RollMtlPinkDot_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlPinkDot/GBCylAmb5RollMtlPinkDot_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlPinkDot/GBCylAmb5RollMtlPinkDot_overcap.png
GBCylAmb5RollMtlSlDot,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlSlDot/GBCylAmb5RollMtlSlDot_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlSlDot/GBCylAmb5RollMtlSlDot_overcap.png
GBCylAmb5RollMtlSlMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlSlMt/GBCylAmb5RollMtlSlMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlSlMt/GBCylAmb5RollMtlSlMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollMtlSlMt/GBCylAmb5RollMtlSlMt_overcap.png
GBCylAmb5RollPinkDot,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollPinkDot/GBCylAmb5RollPinkDot_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollPinkDot/GBCylAmb5RollPinkDot_fitment.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollPinkDot/GBCylAmb5RollPinkDot_cap.png,
GBCylAmb5RollSlDot,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlDot/GBCylAmb5RollSlDot_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlDot/GBCylAmb5RollSlDot_overcap.png
GBCylAmb5RollSlMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlMt/GBCylAmb5RollSlMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlMt/GBCylAmb5RollSlMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlMt/GBCylAmb5RollSlMt_overcap.png
GBCylAmb5RollSlSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlSh/GBCylAmb5RollSlSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlSh/GBCylAmb5RollSlSh_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5RollSlSh/GBCylAmb5RollSlSh_overcap.png
GBCylBlu5RollSlDot,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5RollSlDot/GBCylBlu5RollSlDot_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5RollSlDot/GBCylBlu5RollSlDot_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5RollSlDot/GBCylBlu5RollSlDot_overcap.png
GBCyl5RollBlkSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCyl5RollBlkSh/GBCyl5RollBlkSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCyl5RollBlkSh/GBCyl5RollBlkSh_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCyl5RollBlkSh/GBCyl5RollBlkSh_overcap.png
Blue:clear,,,,,
GBCylAmb5SpryBlkSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBlkSh/GBCylAmb5SpryBlkSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBlkSh/GBCylAmb5SpryBlkSh_fitment_v2.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBlkSh/GBCylAmb5SpryBlkSh_overcap6.png,
GBCylAmb5SpryBluMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBluMt/GBCylAmb5SpryBluMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBluMt/GBCylAmb5SpryBluMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryBluMt/GBCylAmb5SpryBluMt_overcap.png,
GBCylAmb5SpryGlMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlMt/GBCylAmb5SpryGlMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlMt/GBCylAmb5SpryGlMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlMt/GBCylAmb5SpryGlMt_overcap.png,
GBCylAmb5SpryGlSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlSh/GBCylAmb5SpryGlSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlSh/GBCylAmb5SpryGlSh_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SpryGlSh/GBCylAmb5SpryGlSh_overcap.png,
GBCylAmb5SprySlMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlMt/GBCylAmb5SprySlMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlMt/GBCylAmb5SprySlMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlMt/GBCylAmb5SprySlMt_overcap.png,
GBCylAmb5SprySlSh,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlSh/GBCylAmb5SprySlSh_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlSh/GBCylAmb5SprySlSh_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylAmb5SprySlSh/GBCylAmb5SprySlSh_overcap.png,
GBCylBlu5SpryBluMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5SpryBluMt/GBCylBlu5SpryBluMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5SpryBluMt/GBCylBlu5SpryBluMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5SpryBluMt/GBCylBlu5SpryBluMt_overcap.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylBlu5SpryBluMt/GBCylBlu5SpryBluMt_pump.png
GBCylClr5SpryBlkMt,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylClr5SpryBlkMt/GBCylClr5SpryBlkMt_bottle.png,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylClr5SpryBlkMt/GBCylClr5SpryBlkMt_fitment.png,,https://wtpcreoetjounuatzaub.supabase.co/storage/v1/object/public/bottle-images/clean-1500px/GBCylClr5SpryBlkMt/GBCylClr5SpryBlkMt_overcap.png,
