sku,description,image_url,included_component,item_type,capacity,height_total,height_bottle_only,width,depth,neck_finish,price_1pc,price_12pc,price_144pc,price_bulk,url
GBEmp100AnSpTslBlk,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp100AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),128 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.75,,6.39,1200pc: $5.54,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBEmp100SpryCu,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp100SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),132 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.33,,3.15,1200pc: $2.73,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-copper-spray-and-cap
GBEmp100SpryCu,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp100SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),132 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.33,,3.15,1200pc: $2.73,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBEmp50AnSpBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),116 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,5.84,,5.54,1080pc: $4.80,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBEmp50AnSpBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),116 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,5.84,,5.54,1080pc: $4.80,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBEmp50AnSpTslBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),110 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.56,,6.21,1080pc: $5.38,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBEmp50AnSpTslBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),110 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.56,,6.21,1080pc: $5.38,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBEmp50SpryCu,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump & cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),114 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.14,,2.97,1080pc: $2.57,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBEmp50SpryCu,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump & cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),114 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.14,,2.97,1080pc: $2.57,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBFlair15SpryBlkMatt,"Flair design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBFlair15SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),77 ±1 mm,56 ±1 mm,41 ±0.5 mm,20 ±0.5 mm,13-415,0.92,,0.87,1500pc: $0.76,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-black-spray
GBFlair15SpryBlkMatt,"Flair design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBFlair15SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),77 ±1 mm,56 ±1 mm,41 ±0.5 mm,20 ±0.5 mm,13-415,0.92,,0.87,1500pc: $0.76,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-black-spray?video=true
GBRect10SpryBlkMatt,"Footed rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBRect10SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),71 ±1 mm,50 ±0.5 mm,29 ±0.5 mm,19 ±0.5 mm,13-415,0.92,,0.87,2535pc: $0.76,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-black-spray
GBRect10SpryBlkMatt,"Footed rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBRect10SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),71 ±1 mm,50 ±0.5 mm,29 ±0.5 mm,19 ±0.5 mm,13-415,0.92,,0.87,2535pc: $0.76,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-black-spray?video=true
GBAtom10Gl,"Gold atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Gl.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/gold-atomizer-design-10-ml-bottle
GBAtom5Gl,"Gold atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5Gl.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.66,,2.52,3000pc: $2.18,https://www.bestbottles.com/product/gold-atomizer-design-5-ml-bottle
GBAtom5SlimGl,"Gold slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimGl.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),104 ±2 mm,92 ±1 mm,,,10mm,2.14,,2.03,3000pc: $1.76,https://www.bestbottles.com/product/gold-slim-atomizer-design-5-ml-bottle
GBGrce55AnSpBlk,"Grace design 55 ml, 1.85oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,55 ml (1.86 oz),141 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,5.27,,5.00,1100pc: $4.33,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBGrce55AnSpBlk,"Grace design 55 ml, 1.85oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,55 ml (1.86 oz),141 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,5.27,,5.00,1100pc: $4.33,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBGrce55AnSpTslBlk,"Grace design 55 ml, 1.85oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,55 ml (1.86 oz),135 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,5.99,,5.67,1100pc: $4.91,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBGrce55AnSpTslBlk,"Grace design 55 ml, 1.85oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55AnSpTslBlk.gif,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,55 ml (1.86 oz),135 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,5.99,,5.67,1100pc: $4.91,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBGrce55SpryCu,"Grace design 55 ml, 1.85oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. A unique design to enhance your product.",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,55 ml (1.86 oz),139 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,2.57,,2.43,1100pc: $2.11,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-matte-copper-spray-and-cap
GBGrce55SpryCu,"Grace design 55 ml, 1.85oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. A unique design to enhance your product.",https://www.bestbottles.com/images/store/enlarged_pics/GBGrce55SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,55 ml (1.86 oz),139 ±2 mm,113 ±2 mm,52 ±1 mm,30 ±0.5 mm,18-415,2.57,,2.43,1100pc: $2.11,https://www.bestbottles.com/product/grace-design-55-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBAtom10Gr,"Green atomizer design 10 ml bottle . For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Gr.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/green-atomizer-design-10-ml-bottle
GBPillar9SpryBlkMatt,"Pillar shaped 9ml, Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBPillar9SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),78 ±1 mm,,,,13-415,0.92,,0.87,2630pc: $0.76,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-matte-black-spray
GBPillar9SpryBlkMatt,"Pillar shaped 9ml, Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory.",https://www.bestbottles.com/images/store/enlarged_pics/GBPillar9SpryBlkMatt.gif,matte black spray. Fine mist spray,Refillable Glass Bottles with Fine Mist Sprayers,9 ml (0.3 oz),78 ±1 mm,,,,13-415,0.92,,0.87,2630pc: $0.76,https://www.bestbottles.com/product/pillar-design-5-ml-glass-bottle-matte-black-spray?video=true
GBAtom10Pnk,"Pink atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Pnk.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/pink-atomizer-design-10-ml-bottle
GBAtom5PnkDot,"Pink atomizer design 5 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5PnkDot.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.90,,2.75,3000pc: $2.38,https://www.bestbottles.com/product/pink-atomizer-design-5-ml-bottle-dots
GBAtom10Red,"Red atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom10Red.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,10 ml (0.34 oz),89 ±1 mm,82 ±1 mm,,,17mm,2.99,,2.84,1500pc: $2.46,https://www.bestbottles.com/product/red-atomizer-design-10-ml-bottle
GBAtom5Red,"Red atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion.",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5Red.gif,,Refillable Metal shell perfume atomizers and travel size purse atomizers,5 ml (0.17 oz),81 ±1 mm,76 ±1 mm,,,13mm,2.66,,2.52,3000pc: $2.18,https://www.bestbottles.com/product/red-atomizer-design-5-ml-bottle
GBRndFrst128AnSpBlk,"Round design 128 ml, 4.33oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),111 ±2 mm,83 ±1 mm,,,18-415,6.08,,5.76,1200pc: $4.99,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBRndFrst128AnSpBlk,"Round design 128 ml, 4.33oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),111 ±2 mm,83 ±1 mm,,,18-415,6.08,,5.76,1200pc: $4.99,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBRndFrst128AnSpTslBlk,"Round design 128 ml, 4.33oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),106 ±2 mm,83 ±1 mm,,,18-415,6.79,,6.44,1200pc: $5.58,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBRndFrst128SpryCu,"Round design 128 ml, 4.33oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,128 ml (4.33 oz),108 ±2 mm,83 ±1 mm,,,18-415,3.37,,3.20,1200pc: $2.77,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBRnd128AnSpBlk,"Round design 128 ml, 4.33oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),111 ±2 mm,83 ±1 mm,,,18-415,5.61,,5.31,1200pc: $4.60,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBRnd128AnSpBlk,"Round design 128 ml, 4.33oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),111 ±2 mm,83 ±1 mm,,,18-415,5.61,,5.31,1200pc: $4.60,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBRnd128AnSpTslBlk,"Round design 128 ml, 4.33oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),106 ±2 mm,83 ±1 mm,,,18-415,6.32,,5.99,1200pc: $5.19,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBRnd128AnSpTslBlk,"Round design 128 ml, 4.33oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,128 ml (4.33 oz),106 ±2 mm,83 ±1 mm,,,18-415,6.32,,5.99,1200pc: $5.19,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBRnd128SpryCu,"Round design 128 ml, 4.33oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,128 ml (4.33 oz),108 ±2 mm,83 ±1 mm,,,18-415,2.90,,2.75,1200pc: $2.38,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-spray-and-cap
GBRnd128SpryCu,"Round design 128 ml, 4.33oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,128 ml (4.33 oz),108 ±2 mm,83 ±1 mm,,,18-415,2.90,,2.75,1200pc: $2.38,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBRndFrst78AnSpBlk,"Round design 78 ml, 2.65oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,78 ml (2.64 oz),87 ±1 mm,73 ±1 mm,,,18-415,6.08,,5.76,1440pc: $4.99,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBRndFrst78AnSpBlk,"Round design 78 ml, 2.65oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,78 ml (2.64 oz),87 ±1 mm,73 ±1 mm,,,18-415,6.08,,5.76,1440pc: $4.99,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBRndFrst78AnSpTslBlk,"Round design 78 ml, 2.65oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,6.79,,6.44,1440pc: $5.58,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBRndFrst78AnSpTslBlk,"Round design 78 ml, 2.65oz frosted glass bottle with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78AnSpTslBlk.gif,Black vintage style bulb sprayer with tasseland shiny silver collar cap,Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,6.79,,6.44,1440pc: $5.58,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBRndFrst78SpryCu,"Round design 78 ml, 2.65oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,3.37,,3.20,1440pc: $2.77,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBRndFrst78SpryCu,"Round design 78 ml, 2.65oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Round design bottle is available in 2 sizes - 78ml and 128 ml.",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78SpryCu.gif,matte copper spray pump,Classic Perfume Spray Glass Bottles,78 ml (2.64 oz),97 ±1 mm,73 ±1 mm,,,18-415,3.37,,3.20,1440pc: $2.77,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-matte-copper-spray-and-cap?video=true
GBRnd78AnSpBlk,"Round design 78 ml, 2.65oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78AnSpBlk.gif,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,78 ml (2.64 oz),100 ±1 mm,73 ±1 mm,,,18-415,5.61,,5.31,1440pc: $4.60,https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
