sku,description,image_url,included_component,item_type,capacity,height_total,height_bottle_only,width,depth,neck_finish,price_1pc,price_12pc,price_144pc,price_bulk,url
GBElgFrst100SpryCu,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. P",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),135 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,3.80,3.61,3.42,1120pc: $2.96,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBElgFrst100SpryCu,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. P",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),135 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,3.80,3.61,3.42,1120pc: $2.96,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-copper-spray-and-cap?video=true
GBElg100AnSpBlk,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the be",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),137 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,6.15,5.84,5.54,1120pc: $4.80,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100AnSpBlk,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the be",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),137 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,6.15,5.84,5.54,1120pc: $4.80,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBElg100AnSpTslBlk,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers en",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),131 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,6.90,6.56,6.21,1120pc: $5.38,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpTslBlk,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers en",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),131 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,6.90,6.56,6.21,1120pc: $5.38,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBElg100SpryCu,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. P",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),135 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,3.30,3.14,2.97,1120pc: $2.57,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-copper-spray-and-cap
GBElg100SpryCu,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. P",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),135 ±2 mm,109 ±2 mm,61 ±1 mm,30 ±0.5 mm,18-415,3.30,3.14,2.97,1120pc: $2.57,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBElgFrst15SpryBlkMatt,"Elegant design 15ml, 1/2oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),80 ±1 mm,61 ±1 mm,36 ±0.5 mm,18 ±0.5 mm,13-415,1.17,1.11,1.05,1440pc: $0.91,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-black-spray
GBElgFrst15SpryBlkMatt,"Elegant design 15ml, 1/2oz frosted glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),80 ±1 mm,61 ±1 mm,36 ±0.5 mm,18 ±0.5 mm,13-415,1.17,1.11,1.05,1440pc: $0.91,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-matte-black-spray?video=true
GBElg15SpryBlkMatt,"Elegant design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),80 ±1 mm,61 ±1 mm,36 ±0.5 mm,18 ±0.5 mm,13-415,1.09,1.04,0.98,1440pc: $0.85,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-black-spray
GBElg15SpryBlkMatt,"Elegant design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),80 ±1 mm,61 ±1 mm,36 ±0.5 mm,18 ±0.5 mm,13-415,1.09,1.04,0.98,1440pc: $0.85,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-matte-black-spray?video=true
GBElg30SpryBlk,"Elegant design 30 ml, clear glass bottle with sprayer and black cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes.",https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png,sprayer and black cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),100 ±1 mm,,44 ±0.5 mm,22 ±0.5 mm,15-415,2.25,2.14,2.03,1800pc: $1.76,https://www.bestbottles.com/product/elegant-design-30-ml-clear-glass-bottle-sprayer-black-cap
GBElg30SpryBlk,"Elegant design 30 ml, clear glass bottle with sprayer and black cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes.",https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png,sprayer and black cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),100 ±1 mm,,44 ±0.5 mm,22 ±0.5 mm,15-415,2.25,2.14,2.03,1800pc: $1.76,https://www.bestbottles.com/product/elegant-design-30-ml-clear-glass-bottle-sprayer-black-cap?video=true
GBElgFrst30SpryBlk,"Elegant design 30 ml, Frosted glass bottle with sprayer and black cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes.",https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png,sprayer and black cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),100 ±1 mm,,44 ±0.5 mm,22 ±0.5 mm,15-415,2.75,2.61,2.48,1800pc: $2.15,https://www.bestbottles.com/product/elegant-design-30-ml-frosted-glass-bottle-sprayer-black-cap
GBElgFrst30SpryBlk,"Elegant design 30 ml, Frosted glass bottle with sprayer and black cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes.",https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png,sprayer and black cap,Classic Perfume Spray Glass Bottles,30 ml (1.01 oz),100 ±1 mm,,44 ±0.5 mm,22 ±0.5 mm,15-415,2.75,2.61,2.48,1800pc: $2.15,https://www.bestbottles.com/product/elegant-design-30-ml-frosted-glass-bottle-sprayer-black-cap?video=true
GBElgFrst60AnSpBlk,"Elegant design 60 ml, 2oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbBlk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),112 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.10,5.80,5.49,1120pc: $4.76,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst60AnSpBlk,"Elegant design 60 ml, 2oz frosted glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbBlk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),112 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.10,5.80,5.49,1120pc: $4.76,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBElgFrst60AnSpTslBlk,"Elegant design 60 ml, 2oz frosted glass bottle with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),108 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.85,6.51,6.17,1120pc: $5.34,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpTslBlk,"Elegant design 60 ml, 2oz frosted glass bottle with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),108 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.85,6.51,6.17,1120pc: $5.34,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBElgFrst60SpryCu,"Elegant design 60 ml, 2oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Price",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,60 ml (2.03 oz),135 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,3.25,3.09,2.93,1120pc: $2.54,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBElgFrst60SpryCu,"Elegant design 60 ml, 2oz frosted glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Price",https://www.bestbottles.com/images/store/caps/18-415SpBlk.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,60 ml (2.03 oz),135 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,3.25,3.09,2.93,1120pc: $2.54,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-copper-spray-and-cap?video=true
GBElg60AnSpBlk,"Elegant design 60 ml, 2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),112 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,5.60,5.32,5.04,1120pc: $4.37,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg60AnSpBlk,"Elegant design 60 ml, 2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),112 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,5.60,5.32,5.04,1120pc: $4.37,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBElg60AnSpTslBlk,"Elegant design 60 ml, 2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),108 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.35,6.03,5.72,1120pc: $4.95,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg60AnSpTslBlk,"Elegant design 60 ml, 2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslLvn.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,60 ml (2.03 oz),108 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,6.35,6.03,5.72,1120pc: $4.95,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBElg60SpryCu,"Elegant design 60 ml, 2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Price",https://www.bestbottles.com/images/store/caps/18-415SpShnGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,60 ml (2.03 oz),111 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,2.75,2.61,2.48,1120pc: $2.15,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-copper-spray-and-cap
GBElg60SpryCu,"Elegant design 60 ml, 2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100ml. Price",https://www.bestbottles.com/images/store/caps/18-415SpShnGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,60 ml (2.03 oz),111 ±2 mm,86 ±1 mm,54 ±1 mm,27 ±0.5 mm,18-415,2.75,2.61,2.48,1120pc: $2.15,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBEmp100AnSpBlk,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),134 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.35,6.03,5.72,1200pc: $4.95,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBEmp100AnSpBlk,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbLvn.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),134 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.35,6.03,5.72,1200pc: $4.95,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBEmp100AnSpTslBlk,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslIvySl.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),128 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,7.10,6.75,6.39,1200pc: $5.54,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBEmp100AnSpTslBlk,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enh",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslIvySl.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,100 ml (3.38 oz),128 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,7.10,6.75,6.39,1200pc: $5.54,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBEmp100SpryCu,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),132 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.50,3.33,3.15,1200pc: $2.73,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-copper-spray-and-cap
GBEmp100SpryCu,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpMattGl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,100 ml (3.38 oz),132 ±2 mm,107 ±2 mm,46 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.50,3.33,3.15,1200pc: $2.73,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBEmp50AnSpBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbBlk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),116 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.15,5.84,5.54,1080pc: $4.80,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBEmp50AnSpBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/caps/18-415SpAnSpBulbBlk.png,black vintage style bulb sprayer with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),116 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.15,5.84,5.54,1080pc: $4.80,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap?video=true
GBEmp50AnSpTslBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),110 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.90,6.56,6.21,1080pc: $5.38,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBEmp50AnSpTslBlk,"Empire design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/caps/18-415SpAnSpTslBlk.png,Black vintage style bulb sprayer with tassel with shiny silver collar cap,Antique Style Bulb Spray Bottles,50 ml (1.69 oz),110 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,6.90,6.56,6.21,1080pc: $5.38,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar?video=true
GBEmp50SpryCu,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump & cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpMattSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),114 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.30,3.14,2.97,1080pc: $2.57,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-copper-spray-and-cap
GBEmp50SpryCu,"Empire design 50 ml, 1.7oz  clear glass bottle  with matte copper spray pump & cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Empire design bottle is available in 2 sizes, 50ml and 100ml.",https://www.bestbottles.com/images/store/caps/18-415SpMattSl.png,matte copper spray pump,Classic Perfume Spray Glass Bottles,50 ml (1.69 oz),114 ±2 mm,88 ±1 mm,37 ±0.5 mm Neck Thread Size: 18-415,,18-415,3.30,3.14,2.97,1080pc: $2.57,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-copper-spray-and-cap?video=true
GBFlair15SpryBlkMatt,"Flair design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),77 ±1 mm,56 ±1 mm,41 ±0.5 mm,20 ±0.5 mm,13-415,0.97,0.92,0.87,1500pc: $0.76,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-black-spray
GBFlair15SpryBlkMatt,"Flair design 15ml, 1/2oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpShnBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,15 ml (0.51 oz),77 ±1 mm,56 ±1 mm,41 ±0.5 mm,20 ±0.5 mm,13-415,0.97,0.92,0.87,1500pc: $0.76,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-matte-black-spray?video=true
GBRect10SpryBlkMatt,"Footed rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),71 ±1 mm,50 ±0.5 mm,29 ±0.5 mm,19 ±0.5 mm,13-415,0.97,0.92,0.87,2535pc: $0.76,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-black-spray
GBRect10SpryBlkMatt,"Footed rectangular design 10ml, 1/3oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/caps/13-415SpMattBlk.png,matte black spray,Refillable Glass Bottles with Fine Mist Sprayers,10 ml (0.34 oz),71 ±1 mm,50 ±0.5 mm,29 ±0.5 mm,19 ±0.5 mm,13-415,0.97,0.92,0.87,2535pc: $0.76,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-matte-black-spray?video=true
